,ExperimentPondID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,Duration.days,time.between.harvests.days,Harvest.Vol..L.,AFDW..g.,Depth.cm,pH_x,Temp.C,NO3.mg.L,P.mg.L,OD750,Temp.avg (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),Precip.tot(cm),StrainID
12,SEP102014P1,38.68714285714286,11.260526315789473,9.314285714285715,22.504999999999995,7.732638888500001,662.15,151.64192690914123,24.56071428571428,7.931071428571429,20.13928571428571,53.07,4.982631578947369,0.7440740740740742,23.169285714285714,50400.92571428571,7.754285714285714,111.03250000000001,33.128214285714286,291.57499999999993,23.92107142857143,69.91964285714285,193.59750000000003,3.273571428571428,0.07357142857142855,KA32
13,SEP102014P2,39.31321428571429,11.471538461538463,9.01892857142857,23.353333333333346,6.8194444441428566,751.3789473684211,187.2095956698443,24.895,8.138055555555555,19.919444444444448,61.59030303030304,4.800769230769232,0.7738888888888888,23.8678125,49415.782500000016,8.564166666666667,119.72111111111114,32.40333333333334,290.37,24.21888888888889,66.75527777777776,193.59361111111116,2.822777777777777,0.11861111111111113,KA32
14,SEP102014P3,41.187368421052625,11.495555555555557,9.15,20.603199999999998,8.2536892356875,703.3076923076923,168.17254368427268,24.775999999999996,7.885200000000001,20.133333333333336,52.01545454545455,5.431111111111111,0.7908000000000002,24.03285714285714,51351.153600000005,7.859199999999999,111.28800000000001,33.7528,467.56285714285724,23.754000000000005,69.4896,197.6476,3.0696,0.08239999999999999,KA32
15,SEP102014P4,38.9511111111111,12.031111111111114,8.403703703703703,23.300000000000008,7.544590642842107,690.3676470588235,155.05693163045493,24.82878787878787,8.117878787878785,19.957575757575754,66.89870967741936,5.642400000000001,0.6991176470588233,23.980000000000004,51701.08617647058,6.55,96.89176470588234,33.99999999999999,,24.338235294117652,66.04,194.1911764705883,2.9364705882352933,0.09264705882352942,KA32
16,SEP102014P6,38.72461538461538,11.980799999999999,9.083076923076925,23.1437142857143,7.414930555000001,766.8205882352942,184.96795865145918,24.64852941176471,7.98264705882353,19.82058823529412,61.41312500000001,5.807037037037038,0.7691428571428572,23.934838709677425,51581.116571428574,6.4248571428571415,93.446,33.998571428571424,395.4376923076924,24.26628571428572,65.90457142857142,194.63114285714292,2.896285714285714,0.09,KA32
17,SEP102014P5,38.18190476190476,11.0245,9.660952380952377,22.684074074074076,9.988766339235294,687.9458333333333,174.71266374402947,24.86111111111111,8.128888888888888,20.185185185185187,56.172,4.0905555555555555,0.7537037037037038,23.244444444444444,50162.61148148148,5.897777777777777,86.35370370370369,32.986296296296295,,23.470000000000002,72.0637037037037,190.7603703703704,2.789629629629629,0.07629629629629628,KA32
18,JUN112014P1,40.4204761904762,9.995,11.036818181818184,22.089999999999993,7.706439393999999,815.3305555555556,277.91344477090496,23.514583333333334,7.95,21.675,37.836666666666666,2.261875,1.3345833333333335,26.024583333333343,50304.800416666665,6.8808333333333325,103.60458333333337,33.03499999999999,473.6450000000001,25.999999999999996,61.519583333333344,256.8229166666667,3.872916666666667,0.085,KA32
19,JUN112014P2,39.523999999999994,9.855199999999998,11.655200000000002,22.03559999999999,8.240056818272727,815.2593750000001,258.6885603843304,23.467999999999996,7.968399999999999,21.664,45.28619047619046,3.069375,1.2396,27.126000000000005,50295.69119999998,6.775600000000001,103.24960000000002,33.41166666666666,528.568,26.032799999999995,61.786,247.74480000000003,3.8232,0.0816,KA32
20,JUN112014P3,38.88548387096775,10.391935483870967,12.092258064516127,22.321612903225805,4.902405754071428,701.3733333333333,156.10637797492748,23.432258064516127,7.996451612903225,22.387096774193544,48.87777777777778,2.248636363636364,0.8219354838709678,25.58892857142857,52964.86419354839,6.704193548387097,102.17451612903227,35.16354838709678,547.7014285714287,27.733999999999995,54.546666666666674,258.936,4.269,0.10516129032258065,KA32
21,JUN112014P4,38.99322580645162,10.328000000000001,11.529999999999996,22.514193548387095,4.125744047678571,624.6470588235294,148.1171226136769,23.693548387096776,8.025806451612903,22.054838709677423,48.24111111111111,2.436818181818182,0.8380645161290324,25.71935483870968,51815.505161290326,7.126451612903225,107.65258064516131,34.05516129032258,,27.41366666666666,54.37566666666668,269.09000000000003,4.214,0.10516129032258065,KA32
22,JUN112014P5,38.43071428571428,10.24607142857143,11.463571428571429,23.233103448275862,4.2605555556,551.7428571428571,148.56783989076894,23.408620689655173,8.148965517241377,22.006896551724136,46.7224,2.214545454545455,1.0207142857142857,25.669655172413794,51064.08448275862,7.1368965517241385,107.55448275862067,33.5203448275862,,28.077142857142857,51.38035714285716,268.9796428571429,4.538214285714286,0.09827586206896552,KA32
23,JUN112014P6,39.14586206896552,11.363793103448275,11.598620689655169,23.261612903225807,4.482266865142857,626.214705882353,164.24245178600202,23.35483870967742,7.929999999999999,22.08387096774194,40.686071428571424,1.8933333333333338,1.0125806451612904,26.667272727272724,53624.14451612903,7.04258064516129,106.59064516129034,35.39870967741935,621.4853846153845,27.608999999999995,53.713666666666676,269.49033333333335,4.325666666666666,0.10516129032258065,KA32
24,JUL252014P1,39.46142857142856,4.825714285714286,13.454285714285716,16.346000000000007,3.5166666666,615.0,135.343613459305,23.78333333333334,7.825555555555557,21.55,68.22444444444444,5.3428571428571425,0.45200000000000007,24.415,2613.235,8.743,107.279,1.371,419.385,24.324,71.55,238.63400000000001,7.408000000000001,0.048,LRB-AZ-1201
25,JUL252014P2,40.050000000000004,5.340000000000001,14.594285714285716,14.219000000000003,5.6333333326,768.75,169.362800987432,24.345,7.904999999999999,21.599999999999998,71.338,9.00625,0.41600000000000004,24.86555555555556,2352.7929999999997,8.273000000000001,99.80999999999999,1.2189999999999999,528.5033333333332,24.806999999999995,70.808,246.158,7.910000000000001,0.048,LRB-AZ-1201
26,JUL252014P3,41.55222222222223,4.8999999999999995,12.74111111111111,15.305454545454552,6.39583333325,832.8125,223.3699085378815,24.255000000000003,7.944,21.522222222222222,61.91799999999999,7.20625,0.4663636363636364,24.151,3897.2363636363634,8.591818181818182,103.60090909090908,2.1399999999999997,447.8933333333334,24.236363636363638,70.54545454545455,245.01818181818183,7.581818181818184,0.04363636363636363,LRB-AZ-1201
27,JUL252014P4,40.837999999999994,4.67,13.61,15.305454545454552,5.39583333325,832.8125,208.82619412317476,24.440000000000005,7.9319999999999995,21.61111111111111,60.21400000000001,8.23,0.4218181818181818,24.242,2816.163636363636,7.672727272727273,95.14545454545454,1.4845454545454544,,24.236363636363638,70.54545454545455,245.01818181818183,7.581818181818184,0.04363636363636363,LRB-AZ-1201
28,JUL252014P5,42.31400000000001,5.312,14.047,13.390833333333335,3.5166666666,615.0,149.715165090075,24.370833333333334,8.044545454545455,22.163636363636364,78.66499999999999,8.485000000000001,0.5533333333333333,24.304,2037.259,6.874166666666667,84.04416666666667,1.033,,25.003333333333334,72.33833333333334,237.61750000000004,8.418333333333335,0.085,LRB-AZ-1201
29,JUL252014P6,41.83363636363637,4.637272727272727,13.487272727272728,14.509166666666673,6.39583333325,832.8125,238.345891305582,24.35454545454546,7.913636363636365,21.83,64.77454545454545,8.15625,0.47,26.765,2845.256666666666,8.889166666666666,107.10166666666667,1.5041666666666667,679.55,24.413333333333338,71.21416666666666,243.58583333333334,7.965833333333335,0.0425,LRB-AZ-1201
30,OCT222014P1,43.858823529411765,6.81,10.954500000000001,22.565833333333334,10.954613095000001,824.6857142857142,153.85616253819038,24.913636363636364,7.781500000000001,14.736363636363636,63.794999999999995,3.8356250000000003,0.6978260869565218,18.073478260869567,1808.8508333333332,7.3879166666666665,79.62708333333335,0.9354166666666665,244.12714285714281,20.082500000000007,64.73458333333333,149.47375,2.59125,0.07333333333333333,LRB-AZ-1201
31,OCT222014P2,43.254782608695656,6.606956521739133,11.445,22.064814814814813,10.06195175405263,722.685294117647,136.16167207873912,24.656,7.7792,14.88,62.23347826086957,4.462105263157893,0.6869230769230769,19.794999999999998,1754.7033333333331,9.549259259259259,101.08333333333333,0.9033333333333333,123.39333333333333,19.874814814814815,62.292222222222236,144.85703703703703,2.5229629629629624,0.06518518518518518,LRB-AZ-1201
32,OCT222014P3,44.21071428571428,6.845555555555556,13.064444444444446,19.83809523809524,13.923611110583332,746.2,163.30199534344763,25.06578947368421,7.667894736842105,15.352631578947367,56.80157894736842,3.422000000000001,0.7545,18.875999999999998,1776.9299999999998,9.365714285714287,101.17190476190474,0.9114285714285716,219.64,20.43285714285715,63.35285714285715,147.36142857142855,2.785238095238095,0.0838095238095238,LRB-AZ-1201
33,OCT222014P4,43.309999999999995,6.948,12.92478260869565,22.334642857142857,9.63541666663158,783.9631578947368,125.71315224637213,24.928846153846152,8.066521739130435,15.007692307692311,69.49782608695652,5.222631578947369,0.6296296296296298,18.662142857142857,1721.5760714285714,9.466785714285715,102.51214285714286,0.880357142857143,,20.079642857142858,63.095714285714294,144.29892857142858,2.5460714285714277,0.06285714285714286,LRB-AZ-1201
34,OCT222014P5,43.51894736842106,7.897500000000001,12.680499999999997,22.18916666666667,8.764880952357142,811.6535714285714,166.1207635658448,24.938636363636363,7.900454545454543,15.340909090909092,59.6595,3.397333333333333,0.7352173913043479,18.740909090909092,1674.59,8.714999999999998,94.10375,0.853913043478261,,20.379166666666674,64.59583333333335,146.91625,2.5737499999999995,0.065,LRB-AZ-1201
35,OCT222014P6,42.088750000000005,6.974761904761906,12.024761904761904,19.00565217391304,6.672222222266667,642.1693333333333,118.50658192728223,24.716190476190473,8.039523809523809,14.80809523809524,66.83272727272728,5.458235294117648,0.6704545454545454,20.147391304347824,1719.8808695652172,9.205652173913045,101.28652173913042,0.8817391304347827,335.7083333333333,20.428695652173918,59.26260869565217,153.57260869565215,2.9352173913043482,0.06782608695652174,LRB-AZ-1201
36,DEC162014P1,37.809000000000005,13.852500000000001,9.897777777777776,13.215833333333334,9.458333334,750.3,118.25830632404116,26.154166666666665,8.118333333333334,13.091666666666667,49.21625,3.19,0.4566666666666666,14.494285714285713,45868.26916666667,8.512500000000001,103.63416666666664,30.153333333333332,219.14333333333335,16.21166666666667,71.77333333333333,131.52666666666664,4.855833333333333,0.08916666666666667,KA32
37,DEC162014P2,40.596,12.412727272727274,8.7525,19.023636363636367,10.548611111666668,895.1666666666666,194.26547109713155,26.30909090909091,7.8618181818181805,15.8,49.05888888888889,4.706,0.5618181818181819,17.35545454545455,49799.94454545455,9.22090909090909,116.8718181818182,32.611818181818194,92.26,17.232727272727278,74.99,124.11181818181818,4.745454545454546,0.09727272727272727,KA32
38,DEC162014P3,40.20800000000001,13.470384615384615,6.672272727272726,23.42769230769231,8.493923611166666,743.125,116.70557376108634,25.374000000000002,8.071999999999997,11.731999999999998,42.383636363636356,4.741428571428571,0.5115384615384616,14.087307692307688,51170.293461538466,8.915384615384617,106.21346153846154,33.48153846153846,325.75,14.887692307692312,64.75846153846152,130.6138461538461,3.4676923076923076,0.10961538461538464,KA32
39,DEC162014P4,40.44681818181819,14.625833333333333,7.266999999999998,21.735833333333336,8.332465277833334,766.6999999999999,131.12862522765815,25.745652173913044,8.220869565217393,11.369565217391305,42.354000000000006,4.926666666666667,0.596086956521739,17.636363636363637,49725.143749999996,5.131666666666667,64.96458333333332,32.962916666666665,,14.156250000000002,66.80833333333332,133.26791666666665,3.5870833333333336,0.12083333333333335,KA32
40,DEC162014P5,39.8735,13.6488,6.696190476190478,23.312307692307698,8.994391025692309,815.2692307692307,143.5427594929476,25.477199999999996,8.333999999999998,11.512000000000002,42.896521739130435,5.008749999999999,0.5326923076923078,14.511600000000001,50871.88692307694,8.851923076923073,106.23423076923073,33.284615384615385,,14.893846153846159,64.54230769230766,130.5503846153846,3.4965384615384614,0.10961538461538464,KA32
41,DEC162014P6,41.09227272727273,13.589999999999998,7.025789473684212,22.627600000000008,8.427827381000002,818.0964285714286,147.34893103992292,25.59166666666667,8.42,11.826086956521737,39.673500000000004,4.5649999999999995,0.5958333333333333,16.298333333333336,49071.807199999996,9.9716,118.51840000000006,32.492399999999996,,14.924000000000003,67.7416,131.308,3.4132,0.11600000000000002,KA32
42,JAN292015P1,40.99428571428571,5.148000000000001,11.825555555555557,17.620909090909084,6.616898148833333,810.775,142.5631403012052,24.720000000000002,7.886666666666667,16.9,43.379000000000005,2.4575000000000005,0.4445454545454545,20.914545454545458,1899.7318181818189,8.589090909090912,93.49454545454545,1.0510000000000002,409.81,18.50727272727273,78.8409090909091,154.89,3.897272727272728,0.1109090909090909,LRB-AZ-1201
43,JAN292015P2,41.532000000000004,5.946249999999999,10.85875,15.909999999999998,2.3861111112,570.3100000000001,108.10110926270079,24.842857142857145,7.895714285714285,15.757142857142858,47.705,2.472,0.6575000000000001,18.145,1738.9575,12.771249999999998,134.08499999999998,0.8937499999999999,326.67333333333335,17.14875,78.99375,173.66249999999997,4.08875,0.13,LRB-AZ-1201
44,JAN292015P3,41.633636363636356,5.950625,9.648000000000001,16.750624999999996,5.199652777375,608.08125,113.16829334406629,24.923333333333332,7.634666666666666,14.913333333333334,46.001999999999995,2.154166666666667,0.7031249999999999,18.151875,1724.95625,10.754375000000003,114.48625,0.8893750000000002,136.7825,18.02375,71.46875,160.73062499999997,3.511875,0.07625,LRB-AZ-1201
45,JAN292015P4,41.612500000000004,5.611999999999999,8.960769230769232,15.889333333333328,5.6567460312857145,590.1071428571429,134.87858937104065,24.792857142857144,7.5807142857142855,14.528571428571428,36.96666666666667,1.7433333333333332,0.6266666666666666,17.658666666666665,1539.5700000000002,9.728,102.65666666666668,0.7813333333333333,,17.866,70.39333333333335,162.51266666666663,3.719333333333333,0.08133333333333333,LRB-AZ-1201
46,JAN292015P5,42.5275,6.304374999999999,9.324375,16.602499999999996,7.032986111125,638.83125,105.47858987634578,24.839999999999996,7.775333333333334,13.580000000000002,41.96999999999999,2.1818181818181817,0.7243750000000001,17.160666666666668,1793.1813333333332,10.710624999999999,111.5825,0.9206666666666669,,17.2275,68.178125,178.435625,3.4468749999999995,0.07625,LRB-AZ-1201
47,JAN292015P6,42.386,6.019444444444445,9.926470588235295,16.417777777777776,6.7960069445,643.95625,152.1338154571122,24.820588235294117,7.942941176470589,14.035294117647062,39.1425,2.0392857142857146,0.6435294117647059,18.805333333333333,1738.5044444444438,8.204444444444444,87.27222222222223,0.8877777777777778,,17.941666666666663,68.73666666666666,166.40777777777777,3.6899999999999995,0.07777777777777778,LRB-AZ-1201
48,MAR122015P1,44.2925,5.877894736842105,11.321176470588236,20.784210526315793,5.832899305125,653.54,146.1381222222222,24.784210526315793,7.807222222222222,13.758823529411764,34.90833333333334,1.6023529411764705,0.6092307692307692,18.15157894736842,1360.024736842105,7.63842105263158,81.80526315789473,0.6900000000000001,370.4175,19.78842105263158,51.368947368421054,242.62631578947367,4.411578947368421,0.2231578947368421,LRB-AZ-1201
49,MAR122015P2,43.17833333333334,5.782222222222222,12.531666666666665,20.784210526315793,5.832899305125,602.29,105.7701144444444,24.93684210526316,7.782777777777778,13.883333333333333,33.114444444444445,1.6347058823529415,0.59,16.648947368421055,1524.6057894736844,10.776315789473685,111.27052631578947,0.7810526315789474,212.57600000000002,19.78842105263158,51.368947368421054,242.62631578947367,4.411578947368421,0.2231578947368421,LRB-AZ-1201
50,MAR122015P3,46.255,5.829230769230768,11.56153846153846,21.997333333333334,5.131944444428571,688.8,102.76809444444451,25.223333333333336,7.729285714285715,14.178571428571425,29.29357142857143,1.7569230769230773,0.5788888888888889,17.705333333333332,1235.7033333333334,9.038666666666668,93.45333333333333,0.6406666666666666,,18.996000000000002,58.858666666666664,233.41400000000002,4.898666666666667,0.2826666666666667,LRB-AZ-1201
51,MAR122015P4,41.61222222222222,5.260416666666667,13.695833333333335,27.9172,6.9706439391818185,737.4875,160.83488541666648,24.778000000000002,7.455000000000001,14.01818181818182,29.879130434782613,1.8054545454545454,0.5361111111111111,18.88578947368421,1405.7216,9.4828,102.13559999999998,0.7140000000000001,,21.097199999999997,44.63880000000001,247.92160000000004,4.1968,0.1008,LRB-AZ-1201
52,MAR122015P5,45.03666666666667,5.4215384615384625,12.016153846153845,23.720714285714287,4.278273809571429,705.2,135.8546388888903,25.639285714285712,7.953333333333332,14.108333333333333,34.509166666666665,1.823636363636364,0.7257142857142858,17.374285714285712,1425.3235714285715,8.978571428571426,91.22500000000001,0.7242857142857143,,19.634285714285713,55.489285714285714,246.405,4.545,0.13642857142857143,LRB-AZ-1201
53,MAR122015P6,45.635,6.561,12.211,21.956923076923076,4.657986111166667,557.6,78.46792592592594,25.430769230769233,7.984999999999999,13.983333333333333,33.74166666666667,1.7536363636363637,0.6828571428571429,17.740000000000002,1289.426153846154,7.994615384615385,85.64615384615385,0.6515384615384616,125.88,19.378461538461536,52.931538461538466,258.67923076923074,4.881538461538462,0.14461538461538462,LRB-AZ-1201
54,JAN292015P7,39.69,6.788000000000001,8.982000000000001,12.272,7.3333333315,256.25,80.9322916666667,24.95,7.703999999999999,10.68,48.19,2.876,0.924,,1996.032,10.216,97.902,1.028,,17.572,53.69199999999999,197.50600000000003,3.1719999999999997,0.0,LRB-AZ-1201
55,JAN292015P8,39.989999999999995,7.148000000000001,7.26,12.272,7.3333333315,512.5,149.76388888888852,24.9,7.4959999999999996,10.74,37.599999999999994,2.0479999999999996,0.8799999999999999,15.654,1904.8419999999999,11.11,113.332,0.986,400.816,17.572,53.69199999999999,197.50600000000003,3.1719999999999997,0.0,LRB-AZ-1201
56,MAY052015P1,38.663783783783785,14.619545454545454,11.57604651162791,27.683199999999996,5.68722222228,575.558,175.47284075096718,24.808333333333337,7.805434782608697,20.86521739130435,4.628,1.1624999999999999,0.9534000000000001,26.077878787878785,47361.483404255334,6.707199999999998,99.0398,29.95170212765957,442.62999999999994,25.043800000000005,64.53640000000001,267.4296,5.1132,0.3918000000000001,KA32
57,MAY052015P2,39.87575,13.909772727272726,9.975454545454545,27.249230769230767,5.627057613222222,570.3555555555556,182.1351409789119,24.789,7.961875000000002,20.889583333333334,6.514166666666669,0.8528947368421056,0.9307692307692306,24.24423076923078,50195.4776923077,9.160576923076924,131.61269230769227,32.97884615384616,543.6644444444444,25.090576923076924,65.00846153846155,265.1773076923077,5.106153846153846,0.3767307692307693,KA32
58,MAY052015P3,39.82487179487181,14.853863636363634,10.893636363636364,27.249230769230767,5.2659465021111105,582.5037037037038,181.24641349170247,24.831000000000003,7.694583333333335,20.864583333333332,6.377999999999999,0.8105263157894737,0.963076923076923,23.972727272727273,50473.04269230768,8.394615384615383,122.85211538461542,33.19480769230769,478.58909090909094,25.090576923076924,65.00846153846155,265.1773076923077,5.106153846153846,0.3767307692307693,KA32
59,MAY052015P4,38.55650000000001,13.966136363636366,11.586818181818181,27.407799999999998,5.797222222279999,554.484,159.2855655344494,24.67083333333333,7.999148936170213,20.727659574468085,14.052999999999999,0.795945945945946,0.8914000000000002,24.305555555555557,49393.995800000004,7.423200000000001,107.21980000000002,32.403800000000004,,25.0496,64.7886,270.4682,5.1904,0.4278,KA32
60,MAY052015P5,39.22731707317073,13.760000000000003,11.349999999999998,27.249230769230767,5.2659465021111105,577.5685185185185,184.32006641808948,24.781999999999996,8.063695652173912,20.259574468085116,14.932391304347828,0.8307894736842103,0.9165384615384617,24.33211538461539,48997.43307692309,8.470192307692308,120.8630769230769,32.13903846153847,,25.090576923076924,65.00846153846155,265.1773076923077,5.106153846153846,0.3767307692307693,KA32
61,MAY052015P6,39.88764705882353,14.470263157894736,11.220789473684212,27.192444444444437,5.597222222279999,577.4440000000001,175.60086885667792,24.705813953488374,7.881219512195122,20.56536585365853,16.101470588235287,0.7637499999999997,0.9768888888888886,23.872432432432433,48649.60155555554,7.844444444444444,113.99066666666667,31.869777777777774,560.4264285714286,24.91733333333334,63.48866666666666,264.25688888888885,4.919777777777777,0.4742222222222223,KA32
62,DEC162014P7,40.03399999999999,14.324999999999998,6.129166666666666,27.55583333333333,8.9270833328,820.0,126.24125630158713,24.75,8.52,7.245454545454546,42.783,,0.5027272727272727,,50305.24416666668,10.540000000000001,108.23083333333334,33.362500000000004,,11.095833333333333,55.55333333333334,138.62250000000003,2.1983333333333333,0.14833333333333334,KA32
63,DEC162014P8,40.163636363636364,14.594545454545454,7.072500000000001,25.22083333333333,9.562499999000002,685.0416666666666,108.41721436507946,24.84090909090909,8.56909090909091,7.9363636363636365,35.12500000000001,,0.5663636363636364,10.698333333333332,50694.84,9.230000000000002,102.64999999999998,33.18916666666667,240.57749999999996,11.532499999999999,60.260833333333345,141.20083333333332,2.249166666666667,0.1525,KA32
64,JUN172015P1,34.19656716417911,7.266056338028169,20.37542857142857,25.68160000000002,3.4176311729259257,472.0415094339623,143.27600274495185,24.662666666666663,7.995625000000003,23.009523809523817,3.626478873239437,0.3616949152542373,0.3475675675675676,26.41652173913043,39925.61426666669,8.010533333333331,118.06973333333333,32.86786666666666,433.2536666666667,27.120666666666665,66.37639999999999,270.0669333333333,3.4847999999999995,0.21333333333333337,C046
65,JUN172015P2,34.16405797101449,7.012238805970152,21.072058823529414,26.15861111111113,3.4814133987843134,498.68300000000005,147.8560919388794,24.654861111111114,8.115283018867924,22.916666666666654,3.7920588235294113,0.23777777777777767,0.30253521126760574,26.009861111111114,41493.90444444444,8.292361111111113,125.44875000000002,34.20611111111109,549.3521428571429,27.101805555555554,65.83208333333332,270.3331944444444,3.352916666666667,0.22222222222222227,C046
66,JUN172015P3,34.22833333333334,7.273661971830987,20.467083333333342,25.68160000000002,3.895640432185185,501.467962962963,147.48105406623017,24.63133333333333,7.949687499999999,23.431746031746027,3.746197183098591,0.19368421052631576,0.37135135135135117,26.217866666666676,41267.27733333333,7.780400000000001,116.84413333333335,33.512533333333344,474.7685714285714,27.120666666666665,66.37639999999999,270.0669333333333,3.4847999999999995,0.21333333333333337,C046
67,JUN172015P4,34.94402777777778,7.2684931506849315,20.58243243243243,25.78947368421055,3.4176311729259257,465.6309259259261,149.64234018990803,24.592105263157897,7.942615384615386,22.9765625,4.020857142857143,0.1784210526315789,0.38359999999999994,26.272368421052626,41426.791973684216,8.513289473684216,129.80210526315787,34.25289473684211,,27.209868421052636,65.95526315789473,270.851447368421,3.4609210526315786,0.21052631578947373,C046
68,JUN172015P5,35.22291666666668,7.1521126760563405,21.610821917808217,25.761466666666685,3.549078525730768,462.5903846153847,151.97625474477897,24.727999999999998,8.043968253968252,22.71147540983607,3.773380281690142,0.29561403508771933,0.36418918918918924,26.175600000000003,42051.30573333332,8.929333333333334,134.45960000000002,34.884,,27.115466666666666,66.40626666666665,270.38373333333334,3.4146666666666663,0.21333333333333337,C046
