ExperimentID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID_x,SourceID,BatchID,Duration.days,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH_x,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.utilized.g,NO3.demand.g.N.g.AFDW,NH4.utilized.g,P.demand.g.P.g.AFDW,SiteID2,PondID,StrainID_y,pH_y,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),SiteID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm)
OCT172013,34.16,24.05,11.13,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,38.72,2013-11-25,,,,,,,30.48,,8.1,,6.7,0.53,23.85,0.02,141.42,66.33,50.0,0.36,4.58,0.32,2.08,12.55,1.46,0.26,,,,,ASU,P6,KA32,7.89,,,,18777.28,4.85,52.27,11.18,463.24,ASU,2013-11-25,10.56,74.1,158.7,1.17,183.79,0.0
OCT172013,41.52,17.83,7.96,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.62,0.62,8.63,,7.8,7.21,1.53,0.03,0.63,475.64,57.0,0.53,0.73,0.49,1.41,6.95,2.46,2.05,,0.021,,,ASU,P1,KA32,7.95,11.86,15.9,7.8,46284.76,8.33,92.84,29.93,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0
OCT172013,41.19,17.82,7.88,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.99,0.34,8.55,,7.8,7.87,3.37,0.01,388.22,1709.2,58.0,0.53,2.28,0.49,1.03,6.1,2.37,1.17,,0.031,,0.003,ASU,P2,KA32,7.97,,,,46250.12,6.35,70.81,29.91,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0
OCT172013,43.14,19.0,8.68,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.99,0.4,8.29,,7.8,7.18,9.97,0.03,0.63,469.68,59.0,0.55,0.35,0.51,1.39,8.13,2.28,1.35,,0.009000000000000001,,,ASU,P3,KA32,8.01,11.77,15.9,7.5,46224.29,6.85,76.65,29.89,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0
OCT172013,27.39,32.49,10.48,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.99,0.4,7.66,,7.9,0.79,14.46,-0.05,-1.24,-38.21,60.0,0.51,0.37,0.49,0.68,5.4,1.86,0.72,,0.003,,0.001,ASU,P4,KA32,7.14,11.81,15.9,7.7,47235.86,6.46,72.35,30.62,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0
OCT172013,30.96,26.85,11.64,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.99,0.34,8.44,,7.9,1.36,65.45,-0.05,-0.93,-66.1,61.0,0.55,4.6,0.48,1.4,12.72,1.94,0.53,,,,0.004,ASU,P5,KA32,7.69,11.87,16.0,7.7,47379.16,7.66,85.91,30.73,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0
OCT172013,29.26,30.0,11.19,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.67,0.4,8.4,,8.1,0.9,46.12,-0.04,-0.8,-45.09,62.0,0.48,2.86,0.45,1.96,7.09,1.79,1.31,,,,0.005,ASU,P6,KA32,7.91,,,,15077.86,2.13,31.39,8.67,438.86,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0
OCT172013,42.36,16.96,8.37,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,replete,8.052083332999999,2.0,1067.435,0.553333333,590.6473667,26.04,0.91,8.22,,5.9,4.15,2.37,,,,69.0,0.6,0.84,0.55,0.52,7.0,2.86,0.73,93.459,0.066,0.0,,ASU,P1,KA32,7.9,7.85,10.9,5.7,48318.59,7.56,78.0,31.17,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13
OCT172013,41.91,18.12,7.61,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,replete,30.98958333,2.0,1054.4175,0.558333333,588.7164375,25.72,0.46,8.22,,5.8,4.72,2.89,,,,70.0,0.59,1.29,0.56,1.03,5.63,2.79,1.43,95.684,0.07200000000000001,0.0,,ASU,P2,KA32,7.96,,,,48100.25,6.99,71.97,31.0,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13
OCT172013,42.14,18.58,8.46,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,replete,30.98958333,2.0,1041.4,0.563333333,586.6553332999999,25.4,0.93,7.98,,5.8,3.73,2.34,,,,71.0,0.59,1.47,0.56,1.02,4.51,2.64,1.53,98.175,,0.0,,ASU,P3,KA32,7.82,7.64,11.0,5.4,48301.68,5.71,58.72,31.13,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13
OCT172013,26.13,33.95,12.3,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,deplete,30.98958333,2.0,1054.4175,0.5166666670000001,544.782375,25.72,,8.36,,5.7,0.16,61.88,,,,72.0,0.54,0.54,0.52,0.56,4.02,2.25,1.18,67.733,0.057,0.0,,ASU,P4,KA32,7.95,7.77,10.9,5.6,49233.78,7.0,72.45,31.81,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13
OCT172013,28.68,28.25,11.95,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,deplete,30.98958333,2.0,1041.4,0.518333333,539.7923333,25.4,,8.18,,5.8,0.22,24.1,,,,73.0,0.6,4.12,0.52,2.23,13.32,2.05,1.02,45.346000000000004,,0.0,,ASU,P5,KA32,7.65,7.77,11.0,5.6,49434.5,8.34,86.36,31.95,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13
OCT172013,27.85,30.85,10.64,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,deplete,30.98958333,2.0,1025.0,0.495,507.375,25.0,0.58,7.89,,5.8,0.14,155.08,,,,74.0,0.55,1.04,0.5,1.01,10.54,2.19,3.37,70.42699999999999,0.055,0.0,,ASU,P6,KA32,7.93,,,,51242.57,5.14,52.0,33.1,549.17,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13
OCT172013,42.91,14.21,7.46,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,24.77,,8.9,31.7,8.9,,,,,,76.0,,,,,,1.16,0.45,,,,,CP,P1,KA32,7.59,13.25,18.9,8.7,39148.09,0.0,0.0,24.95,368.49,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0
OCT172013,26.93,10.82,6.41,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,24.45,0.35,9.0,33.4,9.0,,,,,,77.0,,,,,,1.18,0.77,,,,,CP,P2,KA32,7.89,13.2,18.9,8.6,50042.05,11.38,132.32,32.7,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0
OCT172013,47.88,16.36,8.29,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,25.08,0.35,8.9,33.8,8.9,,,,,,78.0,,,,,,1.17,1.28,,,,,CP,P3,KA32,7.88,13.16,18.9,8.6,44571.82,12.1,137.32,28.77,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0
OCT172013,48.01,15.59,7.99,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,25.08,,8.8,33.9,8.8,,,,,,79.0,,,,,,1.15,0.6,,,,,CP,P4,KA32,8.24,12.62,17.7,8.3,49827.08,9.34,107.98,32.53,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0
OCT172013,48.96,16.42,8.32,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,24.77,0.34,8.9,32.0,8.9,,,,,,80.0,,,,,,1.07,0.16,,,,,CP,P5,KA32,8.52,13.1,18.8,8.5,47696.66,7.82,90.36,30.99,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0
OCT172013,47.24,12.38,7.91,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,25.08,0.35,8.9,33.7,8.9,,,,,,81.0,,,,,,1.11,0.31,,,,,CP,P6,KA32,8.52,13.19,18.9,8.6,49989.2,8.38,98.05,32.65,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0
OCT172013,46.06,16.15,8.44,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.35922222200000004,368.2027778,24.5,,8.22,27.1,9.0,9.87,0.0,,,,82.0,0.44,2.55,0.36,3.03,18.97,1.78,0.26,0.0,0.735,0.0,,CP,P1,KA32,7.52,10.89,15.7,6.4,38528.05,0.0,0.0,24.4,339.33,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0
OCT172013,45.41,16.76,8.82,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.359444444,368.43055560000005,24.5,,8.01,29.7,8.9,14.06,6.29,,,,83.0,0.42,8.84,0.36,9.5,15.12,1.8,0.13,0.0,,0.0,,CP,P2,KA32,7.89,11.67,17.4,6.3,49288.37,11.0,122.94,32.05,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0
OCT172013,47.49,16.45,8.66,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.299920635,307.41865079999997,24.5,0.27,7.91,30.0,8.9,15.04,11.9,,,,84.0,0.37,7.65,0.3,8.23,18.37,1.77,0.26,0.0,,0.0,,CP,P3,KA32,7.88,11.7,17.4,6.3,49993.29,12.19,136.7,32.58,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0
OCT172013,41.11,13.25,7.63,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.45399999999999996,465.35,24.5,0.27,8.33,30.9,8.9,14.17,4.38,,,,85.0,0.76,2.91,0.45,4.46,40.07,1.89,0.12,0.0,0.032,0.0,,CP,P4,KA32,7.81,11.02,15.1,7.4,49382.11,9.11,101.33,32.12,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0
OCT172013,45.05,16.24,7.22,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.43973333299999995,450.72666669999995,24.75,0.03,8.4,30.0,9.0,15.38,2.96,,,,87.0,0.73,4.25,0.44,2.0,39.8,1.97,0.47,0.0,0.001,0.0,,CP,P6,KA32,8.38,11.68,17.4,6.2,48436.02,8.1,90.77,31.44,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0
OCT172013,44.71,16.22,9.35,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,35.64,2013-11-22,,,,,,,,,,,,33.17,6.51,,,,88.0,,,,,,1.42,0.53,,,,,CP,P1,KA32,7.78,11.87,15.0,9.7,13678.31,0.23,2.27,8.3,218.07,CP,2013-11-22,14.33,48.62,99.08,2.19,66.54,0.0
OCT172013,43.72,17.04,10.53,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,35.64,2013-11-22,,,,,,,,,,,,43.68,4.23,,,,89.0,,,,,,1.46,0.24,,,,,CP,P2,KA32,7.99,11.77,14.9,9.6,51705.42,12.1,138.34,33.88,,CP,2013-11-22,14.33,48.62,99.08,2.19,66.54,0.0
