,ExperimentPondID,lipids_avg_list,protein_avg_list,carb_avg_list,AFDW_avg_list,depth_avg_list,pH_avg_list,Phosphorus_avg_list,OD750_avg_list,temp_avg_list,Conductivity_avg_list,DO_density_avg_list,DO_sat_avg_list,Sal_avg_list,rad_avg_list,airtemp_avg_list,humid_avg_list,Light_avg_list,Wind_avg_list,Precip_avg_list
14,SEP102014P3,13.075,41.065,7.835000000000001,240.35639880000002,24.916666666666668,7.998333333333334,3.033333333333333,1.2766666666666666,22.771666666666665,49959.28666666666,8.354999999999999,119.74166666666667,32.73833333333334,,25.820000000000004,46.01,210.7783333333333,2.3049999999999997,0.085
15,SEP102014P4,13.09818181818182,40.38,6.356363636363636,162.078125,24.692307692307693,8.374615384615385,5.353076923076921,0.906153846153846,,51651.261538461535,6.980769230769231,103.25384615384617,33.97,,25.842307692307692,47.22307692307693,205.55076923076922,2.7007692307692315,0.12307692307692308
16,SEP102014P5,11.835,36.00749999999999,7.9325,260.70386905,24.708333333333332,9.146666666666667,0.23,1.265,22.77333333333333,50701.44666666666,5.928333333333334,84.99,33.295,,25.820000000000004,46.01,210.7783333333333,2.3049999999999997,0.085
17,SEP102014P6,12.786999999999999,39.67399999999999,6.766,173.63500000000002,24.71153846153846,8.139999999999999,5.5576923076923075,0.9023076923076923,23.015384615384615,51054.39538461539,6.49,93.35461538461537,33.551538461538456,395.4376923076924,25.842307692307692,47.22307692307693,205.55076923076922,2.7007692307692315,0.12307692307692308
18,JUN112014P1,12.77,39.882,9.912,,21.85,7.6659999999999995,0.248,2.064,26.938,54593.916000000005,7.936,124.502,36.076,,32.882,29.144000000000005,317.38,5.868,0.066
19,JUN112014P2,12.774000000000001,39.504,9.940000000000001,,21.95,8.0,0.21600000000000003,2.088,27.094,54287.464,7.4959999999999996,116.91399999999999,35.846000000000004,,32.882,29.144000000000005,317.38,5.868,0.066
20,JUN112014P3,12.134166666666667,39.675,10.987500000000002,,22.770833333333332,7.991666666666666,0.3141666666666667,0.9316666666666666,26.874166666666664,51911.44583333333,7.427499999999999,115.03499999999998,34.114999999999995,,33.03272727272727,28.099090909090908,317.1581818181818,5.740909090909091,0.12916666666666668
21,JUN112014P4,11.662727272727272,39.65666666666666,10.595000000000002,,22.833333333333332,7.9674999999999985,0.3258333333333333,0.8791666666666668,27.015833333333333,52523.074166666665,6.833333333333333,106.22500000000001,34.56,,33.03272727272727,28.099090909090908,317.1581818181818,5.740909090909091,0.12916666666666668
22,JUN112014P5,11.38846153846154,38.26384615384615,11.164615384615384,,22.557692307692307,8.216153846153848,0.28846153846153844,1.1738461538461538,26.97153846153846,49789.99846153846,6.687692307692307,102.94923076923078,32.59153846153846,,33.085,27.563333333333333,317.3683333333333,5.580000000000001,0.11923076923076924
23,JUN112014P6,14.042307692307693,39.323846153846155,11.200000000000001,,22.596153846153847,7.922307692307693,0.29000000000000004,1.192307692307692,26.58846153846154,53937.813846153855,7.408461538461538,114.59615384615383,35.61,621.4853846153845,33.085,27.563333333333333,317.3683333333333,5.580000000000001,0.11923076923076924
24,DEC162014P3,14.125,37.81888888888889,4.9366666666666665,124.690814614,24.75,8.431818181818182,,0.4749999999999999,10.326666666666666,50308.63416666666,9.0325,99.45333333333332,32.7125,,11.7275,54.359166666666674,138.93583333333333,2.1391666666666667,0.14833333333333334
25,DEC162014P4,14.875833333333333,39.14249999999999,6.795833333333334,108.221885145,24.954545454545453,8.269090909090908,,0.5654545454545454,,49286.92916666666,1.8508333333333333,20.58666666666667,32.25166666666667,,11.532499999999999,60.260833333333345,141.20083333333332,2.249166666666667,0.1525
26,DEC162014P5,14.328333333333331,37.82222222222222,5.2275,125.883444074,24.784545454545455,8.770909090909091,,0.48,10.270833333333334,51469.9175,9.254166666666668,102.29750000000001,33.550000000000004,,11.7275,54.359166666666674,138.93583333333333,2.1391666666666667,0.14833333333333334
27,DEC162014P6,14.324166666666665,39.8825,6.061666666666667,102.82881188333334,24.90909090909091,8.96,,0.550909090909091,10.560833333333333,50409.07833333334,8.815,97.605,32.971666666666664,,11.532499999999999,60.260833333333345,141.20083333333332,2.249166666666667,0.1525
28,DEC162014P7,14.324999999999998,40.03399999999999,6.129166666666666,126.24125629199997,24.75,8.52,,0.5027272727272727,,50305.24416666668,10.540000000000001,108.23083333333334,33.362500000000004,,11.095833333333333,55.55333333333334,138.62250000000003,2.1983333333333333,0.14833333333333334
29,DEC162014P8,14.594545454545454,40.163636363636364,7.072500000000001,108.41721437833333,24.84090909090909,8.56909090909091,,0.5663636363636364,10.698333333333332,50694.84,9.230000000000002,102.64999999999998,33.18916666666667,240.57749999999996,11.532499999999999,60.260833333333345,141.20083333333332,2.249166666666667,0.1525
30,MAY052015P1,15.350714285714284,39.24071428571428,10.217857142857143,221.31363426666667,23.673076923076923,8.598333333333334,1.0428571428571427,1.2300000000000002,,46668.29285714286,7.32,111.15,27.035,,29.15357142857143,32.44642857142857,286.2657142857143,4.019285714285714,0.15642857142857142
31,MAY052015P2,15.94142857142857,37.12428571428571,9.467857142857143,215.19875000000002,23.653846153846153,8.535833333333334,0.4814285714285713,1.1828571428571428,24.427857142857142,50447.59642857142,8.133571428571429,119.50357142857142,33.06285714285714,,29.15357142857143,32.44642857142857,286.2657142857143,4.019285714285714,0.15642857142857142
32,MAY052015P3,16.72357142857143,39.12071428571429,9.637142857142859,213.4467592666667,23.557692307692307,8.13,0.737142857142857,1.2342857142857144,24.785,50303.638571428564,7.627142857142858,112.44142857142857,32.95357142857143,,29.15357142857143,32.44642857142857,286.2657142857143,4.019285714285714,0.15642857142857142
33,MAY052015P4,14.882142857142856,39.01642857142856,10.988571428571428,207.87569443333336,23.307692307692307,8.638333333333334,0.5385714285714285,1.1692857142857143,,45816.06714285714,8.734285714285715,125.03999999999999,29.749285714285715,,29.15357142857143,32.44642857142857,286.2657142857143,4.019285714285714,0.15642857142857142
34,MAY052015P5,15.371428571428572,38.47714285714285,11.157142857142858,209.6694444666667,23.51923076923077,8.573333333333334,0.5014285714285714,1.1771428571428573,23.872142857142858,46662.794285714284,7.928571428571429,113.75142857142855,30.345714285714298,,29.15357142857143,32.44642857142857,286.2657142857143,4.019285714285714,0.15642857142857142
35,MAY052015P6,16.300714285714285,38.51714285714285,11.31857142857143,231.0615740833333,23.51923076923077,7.635833333333333,0.4285714285714285,1.2707142857142857,24.384999999999998,46169.12785714285,9.644285714285713,139.15642857142856,29.97928571428571,560.4264285714286,29.15357142857143,32.44642857142857,286.2657142857143,4.019285714285714,0.15642857142857142
